id,name,price,picture,details,manufacturer,item_code,color,material
115,Twisted Draba,20.88,https://robohash.org/velitquiaut.jpg?size=50x50&set=set1,a odio in hac habitasse platea dictumst maecenas ut massa quis augue,Methyldopa and Hydrochlorothiazide,0378-0711,Blue,Brassicaceae
116,Persistent Wakerobin,32.72,https://robohash.org/commodideseruntvel.jpg?size=50x50&set=set1,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,milk of magnesia,55312-332,Teal,Liliaceae
117,Western Neofuscelia Lichen,39.27,https://robohash.org/utquisquamodio.png?size=50x50&set=set1,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,Glyburide and Metformin,54868-5243,Indigo,Parmeliaceae
118,Cricketvine,61.56,https://robohash.org/veniamconsequaturomnis.bmp?size=50x50&set=set1,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,Prazosin Hydrochloride,0093-4067,Indigo,Bignoniaceae
119,Sagiolechia Lichen,13.54,https://robohash.org/eaaperiamcumque.png?size=50x50&set=set1,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,CHENOPODIUM AMBROSIOIDES POLLEN,0268-6731,Khaki,Gomphillaceae
120,Bryocaulon Lichen,55.43,https://robohash.org/omnisetet.bmp?size=50x50&set=set1,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,Shopko Antibacterial Hand Sanitizer,50988-405,Mauv,Parmeliaceae
121,Tropical Royalblue Waterlily,79.3,https://robohash.org/dolorfugitconsequatur.png?size=50x50&set=set1,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,Peptic Relief,15127-550,Goldenrod,Nymphaeaceae
122,Redroot Amaranth,37.61,https://robohash.org/utsuntaut.jpg?size=50x50&set=set1,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,Mango Madness Anti Bacterial Hand Sanitizer,59021-012,Turquoise,Amaranthaceae
123,Evergreen Bugloss,17.36,https://robohash.org/nisisuscipitfuga.bmp?size=50x50&set=set1,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,Up and Up childrens acetaminophen,11673-105,Pink,Boraginaceae
124,Hoskett Meadows Lupine,68.4,https://robohash.org/perferendisundemolestiae.bmp?size=50x50&set=set1,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,Bryophyllum Avena Tension Relief,48951-2091,Fuscia,Fabaceae
125,Serbian Bellflower,6.58,https://robohash.org/magnamvoluptatepariatur.png?size=50x50&set=set1,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,SEROQUEL,24236-121,Maroon,Campanulaceae
126,Texas Wildrye,74.2,https://robohash.org/etnonvel.png?size=50x50&set=set1,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,Cardene I.V.,24477-324,Crimson,Poaceae
127,Elephant Panicgrass,34.42,https://robohash.org/animinonquia.bmp?size=50x50&set=set1,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,Nifedipine,63629-1558,Violet,Poaceae
128,Curvepod Yellowcress,4.99,https://robohash.org/molestiaenesciuntbeatae.jpg?size=50x50&set=set1,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Vimovo,75987-030,Green,Brassicaceae
129,Pacific Lupine,27.6,https://robohash.org/molestiaeutcupiditate.png?size=50x50&set=set1,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,Diazepam,66336-478,Mauv,Fabaceae
130,Neomacounia Moss,67.48,https://robohash.org/errorveniamvelit.png?size=50x50&set=set1,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,Antibacterial Wipes,50014-100,Violet,Neckeraceae
131,Crossidium Moss,24.69,https://robohash.org/voluptatemvoluptassapiente.bmp?size=50x50&set=set1,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,Keystone,47593-359,Fuscia,Pottiaceae
132,Hana Clermontia,96.78,https://robohash.org/etteneturea.png?size=50x50&set=set1,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,Suave Pacific Breeze,64942-0891,Crimson,Campanulaceae
133,Rosette Lichen,19.26,https://robohash.org/eligendiveniamvelit.png?size=50x50&set=set1,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,Lorazepam,17478-040,Red,Physciaceae
134,Tundragrass,78.34,https://robohash.org/deseruntoccaecatinesciunt.bmp?size=50x50&set=set1,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,Nadolol,68084-707,Teal,Poaceae
135,Wasatch Bluegrass,40.97,https://robohash.org/vitaesequiperspiciatis.bmp?size=50x50&set=set1,duis bibendum morbi non quam nec dui luctus rutrum nulla,Intervene Makeup SPF 15,67938-091,Crimson,Poaceae
136,Saffron-flowered Lupine,73.31,https://robohash.org/sitautest.bmp?size=50x50&set=set1,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,day time,56062-656,Fuscia,Fabaceae
137,Texas Geranium,75.96,https://robohash.org/inlaborequi.bmp?size=50x50&set=set1,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,Hand Sanitizer,51706-504,Aquamarine,Geraniaceae
138,Desert Winged Rockcress,23.33,https://robohash.org/etautnecessitatibus.bmp?size=50x50&set=set1,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,Benzalkonium Chloride,53329-931,Maroon,Brassicaceae
139,Zarzabacoa Comun,38.46,https://robohash.org/repudiandaeoccaecativoluptatibus.bmp?size=50x50&set=set1,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,cefuroxime axetil,68180-302,Green,Fabaceae
140,Runyon s Wild Petunia,17.12,https://robohash.org/aliasdoloredelectus.bmp?size=50x50&set=set1,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,Abacavir,68084-021,Maroon,Acanthaceae
141,Sierra False Coolwort,24.31,https://robohash.org/necessitatibusperspiciatisut.bmp?size=50x50&set=set1,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,Prunus spinosa e flor. et summ. 2,48951-8078,Purple,Saxifragaceae
142,Panguitch Buckwheat,96.03,https://robohash.org/ullamestsunt.jpg?size=50x50&set=set1,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,ULMUS AMERICANA POLLEN,0268-1170,Orange,Polygonaceae
143,Spreading Groundsmoke,29.43,https://robohash.org/accusantiumdistinctioporro.bmp?size=50x50&set=set1,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,Anesthetic,55670-810,Aquamarine,Onagraceae
144,Dwarf Willowherb,46.21,https://robohash.org/aexercitationemincidunt.jpg?size=50x50&set=set1,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,Head and Shoulders,37000-071,Mauv,Onagraceae
145,Bonebract,8.49,https://robohash.org/aperiamrepudiandaeomnis.png?size=50x50&set=set1,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,Psoriasin,52389-627,Pink,Asteraceae
146,Wart Lichen,49.93,https://robohash.org/etomnisqui.jpg?size=50x50&set=set1,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,AMOXICILLIN,16590-016,Orange,Verrucariaceae
147,Sierra Bog Orchid,70.92,https://robohash.org/etvoluptatemautem.jpg?size=50x50&set=set1,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,Azelastine Hydrochloride,61314-308,Green,Orchidaceae
148,Plains Snakecotton,62.43,https://robohash.org/maioresautducimus.bmp?size=50x50&set=set1,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,Jafra Brightening,68828-101,Purple,Amaranthaceae
149,Colorado Bedstraw,62.19,https://robohash.org/istesedeligendi.jpg?size=50x50&set=set1,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,Tendon Rescue,43846-0023,Green,Rubiaceae
150,Disc Lichen,7.01,https://robohash.org/laboredoloresdolorem.jpg?size=50x50&set=set1,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,Kadian,35356-052,Puce,Physciaceae
151,Winter Hazel,83.45,https://robohash.org/voluptatecorruptiquaerat.jpg?size=50x50&set=set1,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,TERUFLEX Blood Bag System with Diversion Blood Sampling Arm Anticoagulant Citrate Phosphate Dextrose (CPD) AND OPTISOL (AS-5) Red Cell Preservative,53877-008,Yellow,Hamamelidaceae
152,Sibbaldia,52.93,https://robohash.org/cupiditatequamsed.jpg?size=50x50&set=set1,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,Banana Boat Sport Performance,61047-817,Purple,Rosaceae
153,Marsh Skullcap,10.2,https://robohash.org/etanimivitae.png?size=50x50&set=set1,blandit non interdum in ante vestibulum ante ipsum primis in faucibus,Royal dandruff Dry Scalp Care,50438-300,Mauv,Lamiaceae
154,Bent Milkvetch,41.31,https://robohash.org/asperioressequidistinctio.jpg?size=50x50&set=set1,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,SPF 15,54473-174,Crimson,Fabaceae
155,Wirestem Buckwheat,28.73,https://robohash.org/voluptatesinsunt.jpg?size=50x50&set=set1,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,Pravastatin Sodium,54868-5577,Maroon,Polygonaceae
156,Spring Biatora Lichen,94.95,https://robohash.org/estnihilcorporis.png?size=50x50&set=set1,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum,ASSURED ACNE CREAM,35038-200,Violet,Bacidiaceae
157,Northern Birch,66.19,https://robohash.org/atqueodiotempore.png?size=50x50&set=set1,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,Low Strength Chewable Aspirin,57896-911,Turquoise,Betulaceae
158,Frankton s Saltbush,29.94,https://robohash.org/cupiditatedoloribusasperiores.png?size=50x50&set=set1,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Topcare Ibuprofen,36800-647,Crimson,Chenopodiaceae
159,Coastal Searocket,63.63,https://robohash.org/voluptaspraesentiumdolores.jpg?size=50x50&set=set1,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,Cephalexin,68289-008,Goldenrod,Brassicaceae
160,Tehachapi Woollystar,7.37,https://robohash.org/autnonunde.png?size=50x50&set=set1,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,Kit for the Preparation of Technetium Tc 99m Sestamibi,0019-9092,Green,Polemoniaceae
161,Stinking Milkvetch,55.72,https://robohash.org/autvoluptatemquam.png?size=50x50&set=set1,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,Pigweed Mixture,49288-0359,Indigo,Fabaceae
162,Eastern Mojave Buckwheat,27.37,https://robohash.org/exetanimi.bmp?size=50x50&set=set1,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,Mung Bean,49288-0044,Purple,Polygonaceae
163,Knockaway,98.98,https://robohash.org/eosdelectusvoluptatem.bmp?size=50x50&set=set1,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,cold relief,41250-014,Red,Boraginaceae
164,Sulphur-flower Buckwheat,26.4,https://robohash.org/aliquidconsequaturadipisci.png?size=50x50&set=set1,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,Clotrimazole and Betamethasone Dipropionate,0472-0379,Red,Polygonaceae
165,Alpine Sulphur-flower Buckwheat,28.93,https://robohash.org/consequunturaliastemporibus.jpg?size=50x50&set=set1,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,Intelence,53808-0787,Puce,Polygonaceae
166,Muskflower,24.0,https://robohash.org/autnonodio.png?size=50x50&set=set1,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,TNKase,50242-120,Pink,Scrophulariaceae
167,Orange Lichen,86.03,https://robohash.org/repellatrerumquia.bmp?size=50x50&set=set1,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,Fosinopril Sodium,0093-7224,Pink,Teloschistaceae
168,Lithographa Lichen,5.33,https://robohash.org/eumeosvoluptate.png?size=50x50&set=set1,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,NITRO-DUR,0085-0819,Mauv,Rimulariaceae
169,Fuscidea Lichen,77.05,https://robohash.org/facerepariaturnulla.jpg?size=50x50&set=set1,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,Humulin,0002-8715,Green,Fuscideaceae
170,Spear Saltbush,68.51,https://robohash.org/suntadipiscinon.bmp?size=50x50&set=set1,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,Morphine Sulfate,54868-5590,Teal,Chenopodiaceae
171,Yellow Nodding Lady s Tresses,79.45,https://robohash.org/sapientequivoluptatem.png?size=50x50&set=set1,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,Up and Up infants acetaminophen,11673-289,Red,Orchidaceae
172,Bryum Moss,41.41,https://robohash.org/dolorumquaeratperspiciatis.bmp?size=50x50&set=set1,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,Clorox Care Concepts,26509-0005,Indigo,Bryaceae
173,Spiny Naiad,97.27,https://robohash.org/istearchitectosunt.png?size=50x50&set=set1,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,EZ-OX,10671-100,Teal,Najadaceae
174,Fringed Checkerbloom,39.35,https://robohash.org/similiquealiquidquia.bmp?size=50x50&set=set1,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,Crest Cavity Protection,37000-005,Indigo,Malvaceae
175,Cyrtopodium,2.96,https://robohash.org/veliterrormagnam.bmp?size=50x50&set=set1,ac neque duis bibendum morbi non quam nec dui luctus rutrum,Wormwood Sage Pollen,49643-319,Khaki,Orchidaceae
176,Pricklypear,38.95,https://robohash.org/nesciunteumvoluptatibus.png?size=50x50&set=set1,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,Losartan Potassium and Hydrochlorothiazide,0378-1418,Blue,Cactaceae
177,Maca,24.57,https://robohash.org/voluptatibusinest.bmp?size=50x50&set=set1,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,Lancome Paris Absolue Premium Bx Replenishing and Rejuvenating Day,49967-952,Crimson,Brassicaceae
178,Three Toothed Saxifrage,96.45,https://robohash.org/essesitnon.bmp?size=50x50&set=set1,convallis nunc proin at turpis a pede posuere nonummy integer non,Smart Sense Arthritis,49738-399,Aquamarine,Saxifragaceae
179,Arizona Bugbane,53.91,https://robohash.org/eiusetmagni.png?size=50x50&set=set1,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,SHRIMP,0268-6214,Crimson,Ranunculaceae
180,Bractless Blazingstar,33.19,https://robohash.org/quiaetet.png?size=50x50&set=set1,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,DG Health Cold Head Congestion,55910-393,Yellow,Loasaceae
181,California Mountain Ash,38.23,https://robohash.org/voluptatemvoluptasid.bmp?size=50x50&set=set1,morbi ut odio cras mi pede malesuada in imperdiet et commodo,ADVENTURE MEDICAL KITS 1-2 PERSON FIRST AID,44224-2000,Yellow,Rosaceae
182,Coleogyne,66.84,https://robohash.org/doloresnobisodio.jpg?size=50x50&set=set1,dapibus duis at velit eu est congue elementum in hac habitasse,Headache,57520-0305,Indigo,Rosaceae
183,Fragrant Pink,17.34,https://robohash.org/laborumfugiatenim.png?size=50x50&set=set1,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,Colgate,35000-163,Khaki,Caryophyllaceae
184,Limpograss,70.47,https://robohash.org/etnobisquam.bmp?size=50x50&set=set1,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,Visipaque,0407-2223,Blue,Poaceae
185,Twolobe Speedwell,83.29,https://robohash.org/autinciduntet.bmp?size=50x50&set=set1,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,Laura mercier Flawless skin Mega Moisturizer SPF-15 NORMAL DRY,65342-0945,Turquoise,Scrophulariaceae
186,Mexican Groundcherry,3.19,https://robohash.org/corporisundedeleniti.png?size=50x50&set=set1,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,Chloraseptic Sore Throat Liquid Center,67172-016,Goldenrod,Solanaceae
187,Umbel Scribble Lichen,61.7,https://robohash.org/etnobisfacilis.bmp?size=50x50&set=set1,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,Sucrose,48951-9999,Maroon,Opegraphaceae
188,Cartilage Lichen,80.84,https://robohash.org/laborumcupiditatenam.jpg?size=50x50&set=set1,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,GARDASIL,0006-4045,Khaki,Ramalinaceae
189,Winter Vetch,96.34,https://robohash.org/inciduntautemqui.png?size=50x50&set=set1,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,Desmopressin Acetate,68084-606,Puce,Fabaceae
190,Montezuma Bald Cypress,72.53,https://robohash.org/molestiaemolestiaequaerat.bmp?size=50x50&set=set1,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,Cyproheptadine Hydrochloride,49349-781,Crimson,Cupressaceae
